England : wales 0.6,scotland 0.5,english_people 0.49,cardiff 0.48,english_midlands 0.48,welsh_language 0.47,mandarin 0.46,gaelic_scots 0.46,yorkshire 0.45,mandarin_dialects 0.45,welsh_english 0.44,southern_england 0.44,british_english 0.44,netherlands_national_football_team 0.44,great_britain 0.43,west_country 0.43,manchester_united_kingdom 0.43,standard_cantonese 0.42,english 0.42,american_english 0.42
Society_for_the_Protection_of_Ancient_Buildings : english_heritage 0.42,the_victorian_society 0.41,georgian_group 0.37,philip_webb 0.37,the_twentieth_century_society 0.37,national_trust_for_places_of_historic_interest_or_natural_beauty 0.36,civic_trust 0.36,heritage_at_risk 0.36,spacehab 0.36,historic_scotland 0.35,buildings_at_risk 0.34,cadw 0.34,marianne_suhr 0.33,historic_houses_association 0.33,open_spaces_society 0.32,norwich_society 0.32,purcell_miller_tritton 0.32,bath_preservation_trust 0.32,clarkson_memorial 0.32,simon_thurley 0.31
Immanuel_Kant : friedrich_nietzsche 0.75,aristotle 0.74,kantianism 0.74,aristotelianism 0.71,baruch_spinoza 0.71,arthur_schopenhauer 0.71,martin_heidegger 0.71,ludwig_wittgenstein 0.7,richard_rorty 0.69,age_of_enlightenment 0.68,edmund_husserl 0.67,georg_wilhelm_friedrich_hegel 0.67,jean-jacques_rousseau 0.67,john_locke 0.67,karl_popper 0.67,jacques_derrida 0.66,john_stuart_mill 0.66,john_rawls 0.66,plotinus 0.65,jurgen_habermas 0.65
Patriot_League : patriot_league_mens_basketball_tournament_history 0.84,bucknell_bison 0.75,bucknell_university 0.74,navy_midshipmen 0.72,holy_cross_crusaders 0.7,army_black_knights 0.67,colgate_university 0.67,lehigh_university 0.66,sojka_pavilion 0.64,hart_center 0.63,christy_mathewson-memorial_stadium 0.62,northeast_conference 0.62,kirby_sports_center 0.59,ecac_hockey_league 0.59,christl_arena 0.59,army_black_knights_mens_lacrosse 0.59,patriot_league_womens_basketball_tournament 0.58,cotterell_court 0.58,eastern_intercollegiate_wrestling_association 0.58,andy_kerr_stadium 0.58
ZIP_code : postal_code 0.45,census_tract 0.4,united_states_census_2000 0.34,city_data 0.33,zip_code_tabulation_area 0.32,united_states_census_bureau 0.32,united_states_census 0.32,geocoding 0.32,postnet 0.31,census_block_group 0.31,zabasearch_com 0.31,certified_mail 0.31,glencoe_maryland 0.31,military_mail 0.31,walkscore_com 0.31,parcel_post 0.29,united_states_census_2010 0.29,keyword 0.29,telephone_numbering_plan 0.29,google_maps 0.29
Pope_John_XXII : louis_iv_holy_roman_emperor 0.64,pope_pius_ix 0.57,pope_pius_vi 0.56,pope_john_xxiii 0.56,pope_gregory_xvi 0.56,pope_gregory_ix 0.55,pope_gregory_xi 0.55,pius_ii_pope 0.53,pope_pius_v 0.53,pope_innocent_iii 0.53,pope_pius_iv 0.53,pope_sixtus_iv 0.52,pope_alexander_iii 0.51,popes 0.51,pope_boniface_viii 0.51,pope_paul_vi 0.51,pope_callixtus_iii 0.51,pope_leo_x 0.51,pope_gregory_vii 0.51,pope_clement_xi 0.51
Vice_president : vp_records 0.73,swiss_peoples_party 0.69,executive_vice_president 0.65,chief_financial_officer 0.64,chief_operating_officer 0.64,corporate_development 0.61,business_development 0.59,global_marketing 0.54,treasurer 0.54,marketing 0.54,senior_vp 0.53,chief_administrative_officer 0.53,marketing_strategy 0.52,chief_marketing_officer 0.51,chief_technical_officer 0.51,vice_president_of_marketing 0.5,chief_executive_officer 0.5,strategic_management 0.49,new_product_development 0.49,film_director 0.48
Salad : gratin 0.64,lasagna 0.64,potato_salad 0.62,pasta_primavera 0.62,parmigiana 0.62,bean_salad 0.62,scalloped_potatoes 0.62,baked_ziti 0.61,alfredo 0.61,greek_salad 0.61,chicken_marsala 0.61,penne 0.61,macaroni_salad 0.61,chicken_salad 0.61,spaghetti 0.61,corn_on_the_cob 0.6,fried_fish 0.6,shrimp_cocktail 0.6,bolognese_sauce 0.6,garden_salad 0.6
Don_Pardo : paul_dooley 0.54,announcer 0.41,edd_hall 0.39,george_gaynes 0.38,richard_erdman 0.38,larry_storch 0.38,earl_holliman 0.37,n2v_z0 0.37,johnny_gilbert 0.37,betsy_drake 0.36,robert_guillaume 0.36,jean_stapleton 0.36,jay_north 0.36,michael_callan 0.36,forrest_compton 0.36,john_hillerman 0.36,marni_nixon 0.36,irene_dailey 0.35,edward_byrnes 0.35,hy_wf9 0.35
Jim_Carlton : labor 0.48,michelle_lensink 0.46,ian_macphee 0.45,liberal_party_of_australia 0.45,national_party_of_australia 0.44,mitch_fifield 0.44,joshua_frydenberg 0.43,christopher_pyne 0.43,australian_greens 0.43,fred_chaney_1941 0.43,cnznpv 0.43,australian_labor_party 0.43,jamie_briggs 0.43,tony_smith 0.43,john_watson_1937 0.43,tony_abbott 0.43,peter_dutton 0.43,liberalism 0.42,tony_street 0.42,concetta_fierravanti-wells 0.42
Dutch_language : aruba 0.57,abn_amro 0.57,fortis 0.56,joran_van_der_sloot 0.53,natalee_holloway 0.51,fortis_bank_nederland 0.49,netherlands 0.45,algemene_bank_nederland 0.45,jean_paul_votron 0.45,lasalle_canada 0.45,fortis_abn_amro 0.44,maurice_lippens 0.43,antonveneta 0.43,curacao 0.43,nelson_o_oduber 0.43,netherlands_antilles 0.42,oranjestad 0.42,grupo_santander 0.41,de_telegraaf 0.41,papiamento 0.41
Harry_Nilsson : pussy_cats 0.51,nilsson_sings_newman 0.51,nilsson_schmilsson 0.5,bob_dylan 0.49,lennon_mccartney 0.48,joni_mitchell 0.48,fred_neil 0.48,roy_orbison 0.47,two_of_us 0.47,david_bowie 0.47,nick_drake 0.46,girl_from_the_north_country 0.45,tom_waits 0.45,all_i_really_want_to_do 0.45,neil_young 0.45,the_beach_boys 0.45,john_lennon 0.45,rick_jarrard 0.45,elliott_smith 0.44,johnny_cash 0.44
Ali_Larter : milla_jovovich 0.61,hayden_panettiere 0.58,jessica_alba 0.57,eva_mendes 0.56,jessica_biel 0.55,spencer_locke 0.53,milo_ventimiglia 0.53,wentworth_miller 0.52,kristen_bell 0.52,kate_beckinsale 0.52,olivia_wilde 0.51,amanda_seyfried 0.51,blake_lively 0.51,megan_fox 0.51,amy_smart 0.51,rosario_dawson 0.51,kate_bosworth 0.51,annalynne_mccord 0.5,hayes_macarthur 0.5,josh_duhamel 0.5
Speedbird : openskies 0.38,virgin_atlantic_airways 0.37,manx_airlines 0.36,british_airways 0.36,british_caledonian 0.35,allegheny_airlines 0.35,british_overseas_airways_corporation 0.34,brymon_airways 0.34,lufthansa 0.33,british_european_airways 0.33,iberia_airlines 0.32,aero_airlines 0.32,british_regional_airlines 0.32,go_fly 0.32,pacific_air_transport 0.32,imperial_airways 0.32,tower_air 0.32,midway_airlines 0.32,willie_walsh 0.31,boeing_757 0.31
Hand_dryer : dyson_airblade 0.42,airblade 0.36,steam_mop 0.32,laundry_ball 0.32,toilet_seat 0.31,steam_shower 0.31,networking_cables 0.3,bidet 0.29,paper_towel 0.29,steam_cleaning 0.28,laundry_detergent 0.28,creda_showers 0.28,electric_gates 0.28,fagor 0.28,toilet_paper 0.28,perforated_hardboard 0.28,electrolux_trilobite 0.27,crown_molding 0.27,hand_washing 0.27,floor_cleaning 0.27
Ohio : columbus_ohio 0.78,toledo_ohio 0.74,akron 0.69,dayton_ohio 0.69,youngstown 0.68,cleveland_ohio 0.68,appalachian_ohio 0.66,westerville 0.66,cincinnati_ohio 0.65,northwest_ohio 0.62,findlay 0.61,steubenville 0.61,kettering_ohio 0.61,springfield_ohio 0.6,gahanna_ohio 0.59,hilliard 0.59,canton 0.59,elyria 0.59,middletown_ohio 0.58,indiana 0.58
James_Oddo : vincent_ignizio 0.79,louis_tobacco 0.6,andrew_lanza 0.59,michael_cusick 0.59,lewis_fidler 0.52,vincent_j_gentile 0.51,north_shore_staten_island 0.51,g5817m 0.51,eric_ulrich 0.51,janele_hyer_spencer 0.5,eric_gioia 0.5,domenic_m_recchia_jr 0.49,tony_avella 0.49,leroy_comrie 0.49,joel_rivera 0.48,debi_rose 0.48,jimmy_van_bramer 0.47,dan_halloran 0.47,james_vacca 0.47,robert_jackson 0.47
Philip_Rieff : david_rieff 0.48,perez_zagorin 0.47,susan_sontag 0.46,james_j_martin 0.44,richard_rorty 0.44,elisabeth_young-bruehl 0.44,christopher_lasch 0.43,richard_sennett 0.43,robert_n_bellah 0.43,paul_de_man 0.43,george_steiner 0.43,terry_eagleton 0.43,hans_jonas 0.43,terry_castle 0.42,theodor_w_adorno 0.42,talcott_parsons 0.42,alasdair_macintyre 0.42,friedrich_von_schlegel 0.42,georg_simmel 0.42,nathaniel_branden 0.42
Television_special : elvis_presleys_68_comeback_special 0.38,k8bz8n 0.36,danny_pelfrey 0.36,meg_reticker 0.36,am_i_wry_no 0.36,elvis_by_the_presleys_disc_2 0.35,special 0.34,comedy 0.34,musical 0.34,single-camera_setup 0.34,cmt_most_wanted_live 0.34,2vxn 0.33,my_name_is_barbra 0.33,double_trouble 0.33,drop_dead_rock 0.33,swinging_out_live 0.33,music_video 0.33,aloha_from_hawaii 0.33,nashville_now 0.33,hcbzkn 0.33
NBC : cbs 0.84,american_broadcasting_company 0.82,fox_broadcasting_company 0.75,dateline_nbc 0.72,the_jay_leno_show 0.65,the_cw_television_network 0.65,jay_leno 0.65,good_morning_america 0.64,nbc_nightly_news 0.62,conan_obrien 0.62,nbc_news 0.61,brian_williams 0.61,the_tonight_show 0.61,nightline 0.6,msnbc 0.6,cbs_evening_news 0.58,matt_lauer 0.58,the_early_show 0.58,katie_couric 0.58,meredith_vieira 0.58
Bruce_Scott : national_party_of_australia 0.74,paul_neville 0.71,warren_truss 0.7,darren_chester 0.7,luke_hartsuyker 0.69,alby_schultz 0.69,kay_hull 0.68,barnaby_joyce 0.68,alex_somlyay 0.67,warren_entsch 0.67,john_anderson_1956 0.66,lawrence_springborg 0.66,fiona_nash 0.66,john_alexander_forrest 0.66,ron_boswell 0.66,crc8xl 0.65,wilson_tuckey 0.65,richard_torbay 0.64,mark_vaile 0.64,john_cobb_1950 0.64
President : presidency 0.6,president_of_the_united_states 0.56,barack_obama 0.55,george_w_bush 0.54,presidency_of_barack_obama 0.52,george_h_w_bush 0.52,president_of_the_french_republic 0.5,president_of_the_philippines 0.5,first_lady 0.49,state_of_the_nation_address 0.49,congressperson 0.48,tribunal_president 0.48,white_house 0.48,vice_president_of_the_united_states 0.48,oval_office 0.48,president_of_uganda 0.48,state_of_the_union_address 0.48,acting_president 0.47,president_card_game 0.47,congress_u_s 0.46
The_Guardian_Weekly : the_weekly_observer 0.39,journalism_co_uk 0.38,motor_boat_yachting 0.37,press_gazette 0.36,kings_place 0.36,telegraph_co_uk 0.36,hadley_freeman 0.35,total_911 0.35,the_stuyvesant_spectator 0.34,redbrick 0.34,the_spectator 0.34,bbc_history 0.33,learning_english_lesson_one 0.33,athletics_weekly 0.33,exact_editions 0.33,five_dials 0.33,the_guardian 0.33,roger_alton 0.33,alan_rusbridger 0.32,york_way 0.32
Psychoanalysis : c_g_jung 0.58,sigmund_freud 0.58,jacques_lacan 0.56,anna_freud 0.54,karen_horney 0.52,eli_zaretsky 0.51,donald_winnicott 0.51,george_makari 0.51,heinz_kohut 0.51,adolf_meyer 0.51,erich_fromm 0.51,rollo_may 0.5,abraham_brill 0.5,the_interpretation_of_dreams 0.49,james_hillman 0.49,s_ferenczi 0.49,h1fmrq 0.49,7l3mk 0.49,thomas_szasz 0.48,irvin_d_yalom 0.48
Federalism : separation_of_powers 0.57,rule_of_law 0.56,constitution 0.55,federal_republic 0.54,popular_sovereignty 0.53,unitary_state 0.52,united_states_constitution 0.52,states_rights 0.48,fiscal_federalism 0.48,constitution_of_the_united_kingdom 0.47,constitutional_amendment 0.46,presidential_system 0.46,constitution_of_australia 0.46,self-governance 0.45,liberal_democracy 0.45,enumerated_powers 0.45,constitution_of_india 0.45,executive 0.44,national_question 0.44,soulbury_commission 0.44
Zach_Galifianakis : ed_helms 0.73,will_ferrell 0.69,todd_phillips 0.69,bradley_cooper 0.67,justin_bartha 0.67,paul_rudd 0.64,jack_black 0.63,ken_jeong 0.62,seth_rogen 0.62,steve_carell 0.61,ben_stiller 0.61,the_hangover_2 0.6,adam_sandler 0.6,jonah_hill 0.6,jason_bateman 0.59,heather_graham 0.59,jason_sudeikis 0.59,rob_corddry 0.57,jason_segel 0.57,john_c_reilly 0.57
Liberal_Party_of_Australia : australian_labor_party 0.8,malcolm_turnbull 0.78,tony_abbott 0.78,national_party_of_australia 0.77,labor 0.74,australian_greens 0.73,mark_latham 0.71,scardinius 0.71,kim_beazley 0.71,peter_costello 0.7,wilson_tuckey 0.69,joe_hockey 0.69,kevin_rudd 0.68,andrew_robb 0.68,christopher_pyne 0.68,jamie_briggs 0.68,brendan_nelson 0.68,nick_minchin 0.68,gkxwhp 0.68,john_howard 0.67
Mark_Ruffalo : jeremy_renner 0.69,chris_evans_1981 0.69,samuel_l_jackson 0.68,robert_downey_jr 0.67,chris_hemsworth 0.66,tom_hiddleston 0.64,edward_norton 0.63,clark_gregg 0.62,scarlett_johansson 0.61,hawkeye 0.61,julianne_moore 0.58,hulk 0.56,stellan_skarsgard 0.55,nick_fury 0.55,sam_rockwell 0.54,rachel_weisz 0.54,don_cheadle 0.54,stanley_tucci 0.53,dr_bruce_banner 0.53,josh_brolin 0.53
India : new_delhi 0.64,south_india 0.61,south_asia 0.61,mumbai 0.6,east_india 0.6,bangladesh 0.59,west_india 0.59,delhi 0.59,north_india 0.59,indo-pakistani_relations 0.57,subcontinent 0.56,india_inc 0.55,central_india_agency 0.53,the_indian_express 0.52,north-east_india 0.52,calcutta 0.52,jaipur 0.52,states_and_territories_of_india 0.51,hyderabad 0.51,sri_lanka 0.51
Beijing : china 0.81,shanghai 0.68,guangzhou 0.66,2008_summer_olympics 0.63,east_china 0.62,government_of_the_peoples_republic_of_china 0.62,china_daily 0.6,wen_jiabao 0.6,south_central_china 0.6,tianjin 0.59,hu_jintao 0.59,hangzhou 0.59,south_china_athletic_association 0.58,chengdu 0.58,nanjing 0.58,northern_and_southern_china 0.58,xinhua_news_agency 0.57,wuhan 0.56,shenzhen 0.56,communist_party_of_china 0.56
Herbert_Marcuse : frankfurt_school 0.72,theodor_w_adorno 0.71,max_horkheimer 0.68,eros_and_civilization 0.67,karl_marx 0.65,louis_althusser 0.65,one-dimensional_man 0.65,marxian_economics 0.64,ernst_bloch 0.64,jurgen_habermas 0.63,martin_heidegger 0.63,antonio_gramsci 0.63,michel_foucault 0.62,richard_rorty 0.62,walter_benjamin 0.61,hannah_arendt 0.61,erich_fromm 0.61,critical_theory 0.61,alain_badiou 0.59,new_left 0.59
Columbia_Pictures_Television : cpt_word_processors 0.51,computer_memories_inc 0.44,quanta_display_inc 0.39,fairlight_cmi 0.38,chi_mei 0.38,au_optronics 0.36,lg_philips_lcd 0.35,livestock_guarding_dog 0.34,carsey-werner_productions 0.3,sony_mobile_display 0.29,viacom_enterprises 0.29,idtech 0.29,tatung_company 0.28,samsung_corning_precision_glass 0.28,lg_philips_display 0.28,lcd_tv 0.28,embassy_television 0.27,everlight_electronics 0.27,liquid_crystal_display 0.27,plasma_display 0.27
Vehicle_leasing : accident_management 0.44,leaseplan 0.41,car_rental 0.4,car_dealership 0.38,lex_vehicle_leasing 0.38,trade_finance 0.35,hire_purchase 0.34,leasing 0.34,sytner_group 0.33,trade_credit_insurance 0.33,car_supermarket 0.32,fleet_management 0.32,driveaway_holidays 0.32,operating_leasing 0.32,back_office 0.32,3bxpgv 0.32,cash_management 0.31,scrappage_program 0.31,rymco 0.31,motability 0.31
Dick_Armey : freedomworks 0.71,tea_party_movement 0.57,matt_kibbe 0.54,eric_cantor 0.54,club_for_growth 0.52,grover_norquist 0.51,adam_brandon 0.5,newt_gingrich 0.48,john_boehner 0.48,bill_paxon 0.48,citizens_for_a_sound_economy 0.47,americans_for_prosperity 0.47,tom_delay 0.47,brendan_steinhauser 0.47,tea_party_patriots 0.47,contract_with_america 0.45,adam_hasner 0.45,republican_liberty_caucus 0.45,americans_for_tax_reform 0.45,republican_conference_of_the_united_states_house_of_representatives 0.45
Lazio : lombardy 0.68,veneto 0.66,apulia 0.62,campania 0.6,emilia-romagna 0.58,friuli-venezia_giulia 0.56,renata_polverini 0.56,2wzgbt 0.55,umbria 0.55,liguria 0.54,province_of_trento 0.52,mezzogiorno 0.52,basilicata 0.52,marche 0.51,calabria 0.51,piedmont 0.51,abruzzo 0.51,province_of_latina 0.5,regions_of_italy 0.49,piemonte 0.48
Taiwan : senkaku_islands 0.64,east_china_sea 0.6,okinotorishima 0.49,ishigaki_okinawa 0.48,huangyan_district 0.46,kuril_islands 0.46,ryukyu_islands 0.46,south_china_sea_islands 0.45,okinawa_trough 0.45,3c0p7n 0.45,foreign_relations_between_china_and_japan 0.45,ds0gfn 0.45,spratly_islands 0.45,yonaguni_japan 0.45,kuril_islands_dispute 0.45,socotra_rock 0.44,paracel_islands 0.44,japanese_escort_etorofu 0.43,khabomai 0.43,south_china_sea 0.42
Canberra : sydney 0.76,parliament_house_canberra 0.73,brisbane 0.72,perth 0.72,adelaide 0.72,austraila 0.7,kevin_rudd 0.69,melbourne_australia 0.69,julia_gillard 0.68,new_south_wales 0.67,australian_capital_territory 0.66,john_howard 0.66,south_australia 0.65,darwin 0.65,australian_associated_press 0.65,western_australia 0.65,the_west_australian 0.64,tasmania 0.64,government_of_australia 0.64,states_and_territories_of_australia 0.63
Germany : berlin 0.67,austria 0.65,munich 0.64,cologne 0.63,bavaria 0.62,west_germany 0.62,bremen 0.6,france 0.6,hamburg 0.6,dusseldorf 0.6,belgium 0.59,stuttgart 0.57,franco-german_cooperation 0.57,suddeutsche_zeitung 0.57,karlsruhe 0.57,dortmund 0.56,leipzig 0.56,angela_merkel 0.56,die_welt 0.56,aachen 0.55
Life_insurance : health_insurance 0.54,general_insurance 0.5,term_life_insurance 0.46,whole_life_insurance 0.45,life_annuity 0.44,income_protection_insurance 0.44,global_cooling 0.44,stephen_j_dubner 0.42,retirement_planning 0.41,insurance 0.41,steven_levitt 0.41,vehicle_insurance 0.4,universal_life 0.4,travel_insurance 0.4,motorcycle_insurance 0.4,bancassurance 0.4,universal_life_insurance 0.39,ing_life_india 0.39,icici_lombard 0.39,casualty_insurance 0.38
Albert_Einstein : theory_of_relativity 0.66,general_relativity 0.66,richard_feynman 0.62,special_relativity 0.61,isaac_newton 0.6,classical_mechanics 0.6,a_s_eddington 0.59,hendrik_lorentz 0.57,niels_bohr 0.57,paul_dirac 0.57,quantum_mechanics 0.56,leonard_susskind 0.55,roger_penrose 0.54,nathan_rosen 0.54,edward_witten 0.54,hermann_weyl 0.54,karl_schwarzschild 0.54,newtons_law_of_universal_gravitation 0.54,kip_thorne 0.54,theodor_kaluza 0.54
Stadtholder : william_v_prince_of_orange 0.65,william_the_silent 0.49,dutch_republic 0.48,leopold_ii_prince_of_lippe 0.48,charles_ii_of_england 0.48,southern_netherlands 0.48,charles_i_of_england 0.47,prussia 0.47,ferdinand_ii_holy_roman_emperor 0.47,alexander_i_of_russia 0.46,ferdinand_i_holy_roman_emperor 0.46,kingdom_of_prussia 0.45,william_iii_of_the_netherlands 0.45,maria_theresa_of_austria 0.45,napoleon_i_of_france 0.45,henrietta_maria_of_france 0.45,louis_xi_of_france 0.45,charles_viii_of_france 0.45,kingdom_of_holland 0.45,first_french_empire 0.45
Marcus_Vipsanius_Agrippa : augustus 0.6,ancient_rome 0.57,titus 0.53,roman_empire 0.53,battle_of_philippi 0.52,julius_caesar 0.52,nero_caesar 0.51,germanicus 0.51,second_triumvirate 0.5,domitian 0.5,agrippa_i 0.49,actium 0.49,gaius_octavius 0.48,lucius_cornelius_sulla 0.48,claudius 0.48,julio-claudian_dynasty 0.47,herod_the_great 0.47,battle_of_actium 0.47,marcus_licinius_crassus 0.47,marcus_antonius_orator 0.47
Saint_Petersburg : moscow 0.72,novosibirsk 0.68,yekaterinburg 0.66,krasnoyarsk 0.65,nizhny_novgorod 0.65,moscow_oblast 0.62,leningrad_oblast 0.62,samara 0.61,vladivostok 0.61,russia 0.61,rostov 0.61,chelyabinsk 0.61,kazan 0.61,volgograd 0.6,krasnodar 0.6,irkutsk 0.59,pskov 0.59,kostroma 0.58,rostov-on-don 0.58,vladimir_putin 0.57
Kingdom_of_Sicily : two_sicilies 0.61,sicily 0.55,roger_ii_of_sicily 0.52,mezzogiorno 0.5,arab_norman_culture 0.5,republic_of_pisa 0.5,hohenstaufen 0.5,lombards 0.49,florence 0.48,palazzo_dei_normanni 0.48,roman_empire 0.46,ferdinand_i_of_the_two_sicilies 0.46,republic_of_genoa 0.46,venetia 0.46,ancient_rome 0.45,republic_of_ragusa 0.45,lipari 0.45,ostrogoth 0.45,kingdom_of_france 0.45,byzantium 0.45
GE_Capital : general_electric 0.59,ge_commercial_finance 0.59,keith_sherin 0.59,ge_consumer_finance 0.59,michael_a_neal 0.54,jeffrey_r_immelt 0.49,cit_group_inc_del 0.49,richard_laxer 0.49,commercial_finance 0.47,dan_henson 0.47,wmc_mortgage_corporation 0.47,william_h_cary 0.46,general_electric_capital_corp_et_al 0.46,citigroup 0.46,citicapital 0.45,ge_industrial 0.43,ge_infrastructure 0.43,general_motors_acceptance_corporation 0.43,jpmorgan_chase_co 0.43,american_general_finance 0.43
Kendal : penrith 0.82,ulverston 0.77,grange-over-sands 0.77,keswick 0.75,milnthorpe 0.74,cumbria 0.73,kirkby_stephen 0.73,ambleside 0.72,c5cn7 0.72,kirkby_lonsdale 0.72,workington 0.72,carlisle 0.72,millom 0.72,wigton 0.71,sedbergh 0.71,cumbrian_dialect 0.7,cockermouth 0.69,maryport 0.69,carnforth 0.68,staveley_united_kingdom 0.68
US_Airways_Center : phoenix_suns 0.67,at_t_center 0.61,delta_center 0.59,toyota_center 0.58,steve_nash 0.54,arco_arena 0.54,americanairlines_arena 0.54,fedexforum 0.54,bradley_center 0.54,staples_center 0.53,american_airlines_center 0.53,td_waterhouse_centre 0.52,san_antonio_spurs 0.52,new_orleans_arena 0.52,quicken_loans_arena 0.51,target_center 0.51,oakland_arena 0.51,rose_garden_arena 0.51,grant_hill 0.51,oklahoma_city_thunder 0.5
Insurance : risk_management 0.63,health_insurance 0.54,alternative_risk_transfer 0.5,a_m_best 0.47,general_insurance 0.47,operating_leverage 0.46,casualty_insurance 0.46,professional_liability_insurance 0.44,financial_services 0.44,reinsurance 0.43,insurance_broker 0.42,workers_compensation 0.42,country_risk 0.41,aviation_insurance 0.41,life_insurance 0.41,marine_insurance 0.39,zurich_financial_services 0.39,mutual_insurance 0.39,encompass_insurance_co 0.39,motorcycle_insurance 0.38
Dolby_Digital : dts_hd_master_audio 0.8,dolby_truehd 0.77,dolby_surround 0.75,dolby_stereo 0.71,lpcm 0.69,dolby_digital_plus 0.69,dolby_pro_logic 0.65,audio 0.63,widescreen 0.58,dvd-audio 0.56,8_channel_audio 0.56,surround_channels 0.56,dolby_headphone 0.55,dolby_e 0.55,surround_sound 0.55,anamorphic_widescreen 0.55,super_audio_cd 0.55,true_cinema_movement 0.54,high_definition_compatible_digital 0.54,dolby_laboratories 0.53
